timestamp_ns,filename
85488802000.0,frame_1748341640.9567642.jpg
85508531000.0,frame_1748341640.9812405.jpg
85561074000.0,frame_1748341641.0195289.jpg
85604882000.0,frame_1748341641.0576825.jpg
85625088000.0,frame_1748341641.0948720.jpg
85688893000.0,frame_1748341641.1328930.jpg
85711836000.0,frame_1748341641.1744921.jpg
85766961000.0,frame_1748341641.2081807.jpg
85789924000.0,frame_1748341641.2454333.jpg
85829618000.0,frame_1748341641.2832134.jpg
85869853000.0,frame_1748341641.3200917.jpg
85916592000.0,frame_1748341641.3561578.jpg
85939625000.0,frame_1748341641.3952026.jpg
85962600000.0,frame_1748341641.4310455.jpg
86023006000.0,frame_1748341641.4690418.jpg
86056923000.0,frame_1748341641.5053835.jpg
86088236000.0,frame_1748341641.5418890.jpg
86140586000.0,frame_1748341641.5808551.jpg
86160084000.0,frame_1748341641.6169608.jpg
86181605000.0,frame_1748341641.6525880.jpg
86242510000.0,frame_1748341641.6868618.jpg
86286388000.0,frame_1748341641.7238715.jpg
86320338000.0,frame_1748341641.7610474.jpg
86340085000.0,frame_1748341641.7979376.jpg
86385238000.0,frame_1748341641.8396661.jpg
86406387000.0,frame_1748341641.8761244.jpg
86463910000.0,frame_1748341641.9143357.jpg
86510236000.0,frame_1748341641.9514036.jpg
86545322000.0,frame_1748341641.9888566.jpg
86571610000.0,frame_1748341642.0244195.jpg
86617756000.0,frame_1748341642.0610247.jpg
86657030000.0,frame_1748341642.1001987.jpg
86695195000.0,frame_1748341642.1357658.jpg
86713083000.0,frame_1748341642.1727590.jpg
86767034000.0,frame_1748341642.2104023.jpg
86792060000.0,frame_1748341642.2508630.jpg
86817902000.0,frame_1748341642.2831068.jpg
86883911000.0,frame_1748341642.3211586.jpg
86908363000.0,frame_1748341642.3588967.jpg
86954533000.0,frame_1748341642.3948412.jpg
86987071000.0,frame_1748341642.4313745.jpg
87012300000.0,frame_1748341642.4709044.jpg
87064462000.0,frame_1748341642.5060300.jpg
87096237000.0,frame_1748341642.5442510.jpg
87144021000.0,frame_1748341642.5802636.jpg
87170245000.0,frame_1748341642.6206522.jpg
87201582000.0,frame_1748341642.6545210.jpg
87249312000.0,frame_1748341642.6882126.jpg
87269613000.0,frame_1748341642.7245300.jpg
87294885000.0,frame_1748341642.7615010.jpg
87350331000.0,frame_1748341642.7987404.jpg
87390617000.0,frame_1748341642.8436660.jpg
87423939000.0,frame_1748341642.8768435.jpg
87475275000.0,frame_1748341642.9140933.jpg
87495574000.0,frame_1748341642.9498746.jpg
87529383000.0,frame_1748341642.9931722.jpg
87582926000.0,frame_1748341643.0251749.jpg
87600246000.0,frame_1748341643.0626338.jpg
87619424000.0,frame_1748341643.0996225.jpg
87700249000.0,frame_1748341643.1353292.jpg
87720340000.0,frame_1748341643.1755142.jpg
87757228000.0,frame_1748341643.2120500.jpg
87803087000.0,frame_1748341643.2478426.jpg
87830214000.0,frame_1748341643.2847176.jpg
87866849000.0,frame_1748341643.3248792.jpg
87910027000.0,frame_1748341643.3601449.jpg
87958570000.0,frame_1748341643.3974876.jpg
87990551000.0,frame_1748341643.4333020.jpg
88013884000.0,frame_1748341643.4698170.jpg
88065329000.0,frame_1748341643.5075166.jpg
88101534000.0,frame_1748341643.5452597.jpg
88129258000.0,frame_1748341643.5830007.jpg
88170274000.0,frame_1748341643.6194894.jpg
88200320000.0,frame_1748341643.6546028.jpg
88247948000.0,frame_1748341643.6917791.jpg
88270921000.0,frame_1748341643.7285354.jpg
88323620000.0,frame_1748341643.7624817.jpg
88349250000.0,frame_1748341643.8045325.jpg
88389373000.0,frame_1748341643.8395462.jpg
88427261000.0,frame_1748341643.8737156.jpg
88453619000.0,frame_1748341643.9110105.jpg
88493589000.0,frame_1748341643.9478807.jpg
88526799000.0,frame_1748341643.9853740.jpg
88574614000.0,frame_1748341644.0239600.jpg
88619912000.0,frame_1748341644.0585494.jpg
88619912000.0,frame_1748341644.0959090.jpg
88683980000.0,frame_1748341644.1330779.jpg
88727535000.0,frame_1748341644.1706080.jpg
88765277000.0,frame_1748341644.2115598.jpg
88808088000.0,frame_1748341644.2490616.jpg
88808088000.0,frame_1748341644.2868730.jpg
88869775000.0,frame_1748341644.3224297.jpg
88913512000.0,frame_1748341644.3599384.jpg
88934070000.0,frame_1748341644.3968272.jpg
88986347000.0,frame_1748341644.4336340.jpg
89009569000.0,frame_1748341644.4709960.jpg
89059311000.0,frame_1748341644.5076423.jpg
89086057000.0,frame_1748341644.5456367.jpg
89132291000.0,frame_1748341644.5818172.jpg
89177335000.0,frame_1748341644.6199680.jpg
89205826000.0,frame_1748341644.6579730.jpg
89257041000.0,frame_1748341644.6966345.jpg
89280256000.0,frame_1748341644.7345436.jpg
89311503000.0,frame_1748341644.7719064.jpg
89359363000.0,frame_1748341644.8081753.jpg
89380062000.0,frame_1748341644.8450870.jpg
89422319000.0,frame_1748341644.8813918.jpg
89470010000.0,frame_1748341644.9190376.jpg
89489550000.0,frame_1748341644.9534624.jpg
89550556000.0,frame_1748341644.9893500.jpg
89573376000.0,frame_1748341645.0264323.jpg
89594559000.0,frame_1748341645.0637555.jpg
89656345000.0,frame_1748341645.0999942.jpg
89697276000.0,frame_1748341645.1375144.jpg
89720175000.0,frame_1748341645.1741056.jpg
89756894000.0,frame_1748341645.2114782.jpg
89799184000.0,frame_1748341645.2486940.jpg
89821624000.0,frame_1748341645.2853377.jpg
89881321000.0,frame_1748341645.3227968.jpg
89899565000.0,frame_1748341645.3599067.jpg
89945294000.0,frame_1748341645.3964381.jpg
89995775000.0,frame_1748341645.4330876.jpg
90016073000.0,frame_1748341645.4711366.jpg
90043586000.0,frame_1748341645.5078435.jpg
90096327000.0,frame_1748341645.5444410.jpg
90142558000.0,frame_1748341645.5820174.jpg
90163660000.0,frame_1748341645.6196656.jpg
90200547000.0,frame_1748341645.6560476.jpg
